,name,id,nametype,recclass,mass (g),fall,reclat,reclong,GeoLocation,Year,City,Country
5647,Culbertson,5494,Valid,H4,5900.0,Found,40.23333,-100.83333,"(40.23333, -100.83333)",1913.0,north platte,us
31091,Owens Valley,18061,Valid,"Iron, IIIAB",192800.0,Found,37.46667,-118.0,"(37.46667, -118.0)",1913.0,orange cove,us
646,Moore County,16736,Valid,Eucrite-cm,1880.0,Fell,35.41667,-79.38333,"(35.41667, -79.38333)",1913.0,sanford,us
5529,Cookeville,5431,Valid,"Iron, IAB-ung",2300.0,Found,36.16667,-85.51666999999999,"(36.16667, -85.51667)",1913.0,cookeville,us
5265,Burkett,5170,Valid,"Iron, IAB-MG",8400.0,Found,32.03333,-99.25,"(32.03333, -99.25)",1913.0,brownwood,us
38329,Willow Creek,24276,Valid,"Iron, IIIE",51000.0,Found,43.46667,-106.76666999999999,"(43.46667, -106.76667)",1914.0,casper,us
21794,Lushton,14760,Valid,L6,6700.0,Found,40.74972,-97.74972,"(40.74972, -97.74972)",1914.0,grand island,us
45686,Ysleta,30375,Valid,"Iron, ungrouped",140700.0,Found,31.65,-106.18333,"(31.65, -106.18333)",1914.0,socorro,us
38202,Uvalde,24137,Valid,H5,8200.0,Found,29.2,-99.76666999999999,"(29.2, -99.76667)",1915.0,uvalde,us
36408,Rosebud,22767,Valid,H5,54900.0,Found,30.816670000000002,-97.05,"(30.81667, -97.05)",1915.0,temple,us
37689,South Byron,23676,Valid,"Iron, ungrouped",6000.0,Found,43.03333,-78.03333,"(43.03333, -78.03333)",1915.0,batavia,us
1622,Albin (pallasite),455,Valid,"Pallasite, PMG",37600.0,Found,41.5,-104.1,"(41.5, -104.1)",1915.0,scottsbluff,us
88,Baxter,4977,Valid,L6,611.0,Fell,36.75,-93.5,"(36.75, -93.5)",1916.0,nixa,us
3419,Angelica,2300,Valid,"Iron, IIIAB",14800.0,Found,44.25,-88.25,"(44.25, -88.25)",1916.0,kaukauna,us
30971,Okechobee,18001,Valid,L4,1000.0,Found,26.683329999999998,-80.8,"(26.68333, -80.8)",1916.0,belle glade,us
21716,Lost Creek,14712,Valid,H3.8,4018.0,Found,39.12417,-98.16778000000001,"(39.12417, -98.16778)",1916.0,salina,us
26368,New Almelo,16951,Valid,L5,8000.0,Found,39.66667,-100.0,"(39.66667, -100.0)",1917.0,hays,us
209,Colby (Wisconsin),5395,Valid,L6,104000.0,Fell,44.9,-90.28333,"(44.9, -90.28333)",1917.0,marshfield,us
398,Independence,12028,Valid,L6,880.0,Fell,39.08333,-94.4,"(39.08333, -94.4)",1917.0,independence,us
38259,Waterville,24219,Valid,"Iron, IAB-ung",37125.0,Found,47.767778,-119.87638899999999,"(47.767778, -119.876389)",1917.0,east wenatchee bench,us
5159,Bluff (b),5088,Valid,L4,16000.0,Found,29.863059999999997,-96.92667,"(29.86306, -96.92667)",1917.0,brenham,us
1013,Troup,24054,Valid,L6,1020.0,Fell,32.16667,-95.1,"(32.16667, -95.1)",1917.0,jacksonville,us
31996,Pierceville (iron),18819,Valid,"Iron, IIIAB",100000.0,Found,37.86667,-100.66667,"(37.86667, -100.66667)",1917.0,garden city,us
38087,Tulia (a),24066,Valid,H3-4,86000.0,Found,34.61667,-101.95,"(34.61667, -101.95)",1917.0,canyon,us
38088,Tulia (b),24067,Valid,L6,4800.0,Found,34.53333,-101.7,"(34.53333, -101.7)",1917.0,plainview,us
32014,Plainview (1917),18841,Valid,H5,700000.0,Found,34.11667,-101.78333,"(34.11667, -101.78333)",1917.0,plainview,us
38382,Wood's Mountain,24332,Valid,"Iron, IVA",3867.0,Found,35.68333,-82.18333,"(35.68333, -82.18333)",1918.0,asheville,us
30969,Ogallala,17992,Valid,"Iron, IAB-sLL",3300.0,Found,41.16667,-101.66667,"(41.16667, -101.66667)",1918.0,north platte,us
706,Norfork,16994,Valid,"Iron, IIIAB",1050.0,Fell,36.21667,-92.26666999999999,"(36.21667, -92.26667)",1918.0,mountain home,us
17353,Kimble County,12311,Valid,H6,153800.0,Found,30.41667,-99.4,"(30.41667, -99.4)",1918.0,kerrville,us
11668,Eustis,10065,Valid,H4,502.0,Found,28.83333,-81.68333,"(28.83333, -81.68333)",1918.0,eustis,us
852,Richardton,22599,Valid,H5,90000.0,Fell,46.88333,-102.31667,"(46.88333, -102.31667)",1918.0,dickinson,us
21656,Logan,14677,Valid,H5,1315.0,Found,36.58333,-100.2,"(36.58333, -100.2)",1918.0,woodward,us
220,Cumberland Falls,5496,Valid,Aubrite,17000.0,Fell,36.83333,-84.35,"(36.83333, -84.35)",1919.0,somerset,us
11762,Freda,10180,Valid,"Iron, IAB-sLH",268.0,Found,46.38333,-101.23333000000001,"(46.38333, -101.23333)",1919.0,mandan,us
948,St. Mary's County,23091,Valid,LL3.3,24.3,Fell,38.16667,-76.38333,"(38.16667, -76.38333)",1919.0,lexington park,us
45693,Zaffra,30383,Valid,"Iron, IAB-MG",3000.0,Found,35.0,-94.75,"(35.0, -94.75)",1919.0,fort smith,us
37683,Somervell County,23665,Valid,"Pallasite, PMG",11800.0,Found,32.18333,-97.8,"(32.18333, -97.8)",1919.0,stephenville,us
3426,Anthony,2310,Valid,H5,20000.0,Found,37.08333,-98.05,"(37.08333, -98.05)",1919.0,enid,us
22920,Mayodan,15452,Valid,"Iron, IIAB",15400.0,Found,36.38333,-79.86667,"(36.38333, -79.86667)",1920.0,eden,us
26178,Morrill,16749,Valid,"Iron, IAB-an",1387.0,Found,42.18333,-103.93333,"(42.18333, -103.93333)",1920.0,torrington,us
36743,San Francisco Mountains,23124,Valid,"Iron, IVA",1700.0,Found,35.0,-112.0,"(35.0, -112.0)",1920.0,cottonwood,us
861,Rose City,22766,Valid,H5,10600.0,Fell,44.51667,-83.95,"(44.51667, -83.95)",1921.0,alpena,us
911,Sharps,23525,Valid,H3.4,1265.0,Fell,37.83333,-76.7,"(37.83333, -76.7)",1921.0,lexington park,us
5497,Cold Bay,5396,Valid,"Pallasite, PES",320.0,Found,55.183330000000005,-162.55,"(55.18333, -162.55)",1921.0,bethel,us
26349,Navajo,16926,Valid,"Iron, IIAB",2184000.0,Found,35.33333,-109.5,"(35.33333, -109.5)",1921.0,gallup,us
799,Pitts,18837,Valid,"Iron, IAB-ung",3760.0,Fell,31.95,-83.51666999999999,"(31.95, -83.51667)",1921.0,cordele,us
11760,Franklin,10178,Valid,H5,9062.0,Found,36.71667,-86.56667,"(36.71667, -86.56667)",1921.0,portland,us
12621,Glasgow,10927,Valid,"Iron, IIIAB",20400.0,Found,37.01667,-85.91667,"(37.01667, -85.91667)",1922.0,glasgow,us
302,Florence,10111,Valid,H3,3640.0,Fell,30.83333,-97.76666999999999,"(30.83333, -97.76667)",1922.0,georgetown,us
68,Baldwyn,4926,Valid,L6,345.0,Fell,34.5,-88.66667,"(34.5, -88.66667)",1922.0,tupelo,us
9179,Dungannon,7747,Valid,"Iron, IAB-MG",13000.0,Found,36.85,-82.45,"(36.85, -82.45)",1922.0,bloomingdale,us
30966,Odessa (iron),17985,Valid,"Iron, IAB-MG",1600000.0,Found,31.71667,-102.4,"(31.71667, -102.4)",1922.0,odessa,us
26369,New Baltimore,16952,Valid,"Iron, ungrouped",20000.0,Found,40.0,-78.85,"(40.0, -78.85)",1922.0,johnstown,us
22949,Mesa Verde Park,15494,Valid,"Iron, IAB-ung",3500.0,Found,37.16667,-108.5,"(37.16667, -108.5)",1922.0,cortez,us
36903,Savannah,23189,Valid,"Iron, IIIAB",60000.0,Found,35.16667,-88.18333,"(35.16667, -88.18333)",1923.0,corinth,us
12635,Goodland,10945,Valid,L4,3628.0,Found,39.35,-101.66667,"(39.35, -101.66667)",1923.0,lamar,us
3407,Allen,2277,Valid,H4,1407.0,Found,33.1,-96.7,"(33.1, -96.7)",1923.0,allen,us
26379,Newport,16962,Valid,"Pallasite, PMG",5600.0,Found,35.6,-91.26666999999999,"(35.6, -91.26667)",1923.0,batesville,us
37443,Seneca Township,23499,Valid,"Iron, IVA",11500.0,Found,41.78333,-84.18333,"(41.78333, -84.18333)",1923.0,adrian,us
5498,Coldwater (iron),5398,Valid,Iron,18400.0,Found,37.26667,-99.33333,"(37.26667, -99.33333)",1923.0,woodward,us
38383,Woodward County,24333,Valid,H4,45500.0,Found,36.5,-99.5,"(36.5, -99.5)",1923.0,woodward,us
1515,Achilles,369,Valid,H5,16000.0,Found,39.77667,-100.81333000000001,"(39.77667, -100.81333)",1924.0,north platte,us
422,Johnstown,12198,Valid,Diogenite,40300.0,Fell,40.35,-104.9,"(40.35, -104.9)",1924.0,windsor,us
5499,Coldwater (stone),5399,Valid,H5,16000.0,Found,37.26667,-99.33333,"(37.26667, -99.33333)",1924.0,woodward,us
5066,Beeler,4994,Valid,LL6,11620.0,Found,38.53333,-100.21667,"(38.53333, -100.21667)",1924.0,dodge city,us
305,Forksville,10123,Valid,L6,6067.0,Fell,36.78333,-78.08333,"(36.78333, -78.08333)",1924.0,roanoke rapids,us
11755,Four Corners,10172,Valid,"Iron, IAB-ung",25000.0,Found,37.0,-109.05,"(37.0, -109.05)",1924.0,cortez,us
962,Success,23736,Valid,L6,3500.0,Fell,36.48333,-90.66667,"(36.48333, -90.66667)",1924.0,poplar bluff,us
36879,Sandia Mountains,23156,Valid,"Iron, IIAB",45000.0,Found,35.25,-106.5,"(35.25, -106.5)",1925.0,bernalillo,us
37783,Tacoma,23777,Valid,"Iron, IAB complex",16.7,Found,47.25,-122.41667,"(47.25, -122.41667)",1925.0,tacoma,us
30955,Oakley (iron),17972,Valid,"Iron, IIIF",111000.0,Found,42.33333,-113.7,"(42.33333, -113.7)",1926.0,burley,us
6861,Deport,6662,Valid,"Iron, IAB-sLL",15000.0,Found,33.51667,-95.3,"(33.51667, -95.3)",1926.0,paris,us
38277,Weatherford,24226,Valid,CBa,2000.0,Found,35.5,-98.7,"(35.5, -98.7)",1926.0,weatherford,us
755,Palmyra,18079,Valid,L3,135.0,Fell,39.8,-91.5,"(39.8, -91.5)",1926.0,quincy,us
31338,Peck's Spring,18182,Valid,L5,1600.0,Found,32.0,-102.0,"(32.0, -102.0)",1926.0,midland,us
38130,Ulysses,24110,Valid,H4,3900.0,Found,37.6,-101.25,"(37.6, -101.25)",1927.0,garden city,us
992,Tilden,23998,Valid,L6,74800.0,Fell,38.2,-89.68333,"(38.2, -89.68333)",1927.0,shiloh,us
38249,Wallapai,24206,Valid,"Iron, IID",430000.0,Found,35.8,-113.7,"(35.8, -113.7)",1927.0,kingman,us
38258,Washington County,24217,Valid,"Iron, ungrouped",5750.0,Found,39.7,-103.16667,"(39.7, -103.16667)",1927.0,fort morgan,us
16477,Hugoton,11984,Valid,H5,350000.0,Found,37.2,-101.35,"(37.2, -101.35)",1927.0,liberal,us
8315,Dix,7651,Valid,L6,44000.0,Found,41.23333,-103.48333000000001,"(41.23333, -103.48333)",1927.0,scottsbluff,us
37680,Social Circle,23659,Valid,"Iron, IVA",99300.0,Found,33.7,-83.7,"(33.7, -83.7)",1927.0,monroe,us
5023,Ballinger,4930,Valid,"Iron, IAB-MG",1250.0,Found,31.76667,-99.98333000000001,"(31.76667, -99.98333)",1927.0,san angelo,us
1522,Adams County,375,Valid,H5,5700.0,Found,39.96667,-103.76666999999999,"(39.96667, -103.76667)",1928.0,fort morgan,us
45681,York (stone),30368,Valid,L6,1440.0,Found,40.86667,-97.6,"(40.86667, -97.6)",1928.0,columbus,us
19728,Lawrence,12744,Valid,L6,515.0,Found,38.96667,-95.16667,"(38.96667, -95.16667)",1928.0,lawrence,us
5551,Cotesfield,5454,Valid,L6,1160.0,Found,41.36667,-98.63333,"(41.36667, -98.63333)",1928.0,grand island,us
32005,Piñon,18828,Valid,"Iron, ungrouped",17850.0,Found,32.66667,-105.1,"(32.66667, -105.1)",1928.0,artesia,us
38340,Winona,24285,Valid,Winonaite,24000.0,Found,35.2,-111.4,"(35.2, -111.4)",1928.0,flagstaff,us
38210,Valley Wells,24152,Valid,L6,129.9,Found,35.46667,-115.66667,"(35.46667, -115.66667)",1929.0,spring valley,us
31095,Ozona,18066,Valid,H6,127500.0,Found,30.73333,-101.3,"(30.73333, -101.3)",1929.0,san angelo,us
12648,Grant,10957,Valid,"Iron, IIIAB",525000.0,Found,35.16667,-107.88333,"(35.16667, -107.88333)",1929.0,grants,us
89,Beardsley,4984,Valid,H5,16000.0,Fell,39.8,-101.2,"(39.8, -101.2)",1929.0,north platte,us
67,Bald Mountain,4925,Valid,L4,3700.0,Fell,35.96667,-82.48333000000001,"(35.96667, -82.48333)",1929.0,johnson city,us
5362,Campbellsville,5245,Valid,"Iron, IIIAB",15400.0,Found,37.36667,-85.36667,"(37.36667, -85.36667)",1929.0,campbellsville,us
38204,Uwharrie,24139,Valid,"Iron, IIIAB",72700.0,Found,35.51667,-79.96667,"(35.51667, -79.96667)",1930.0,asheboro,us
760,Paragould,18101,Valid,LL5,408000.0,Fell,36.06667,-90.5,"(36.06667, -90.5)",1930.0,paragould,us
17475,Landes,12457,Valid,"Iron, IAB-MG",69800.0,Found,38.9,-79.18333,"(38.9, -79.18333)",1930.0,harrisonburg,us
626,Miller (Arkansas),16645,Valid,H5,16700.0,Fell,35.4,-92.05,"(35.4, -92.05)",1930.0,searcy,us
5177,Borrego,5115,Valid,L6,2126.0,Found,33.26667,-116.38333,"(33.26667, -116.38333)",1930.0,la quinta,us
37907,Tell,23893,Valid,H6,16600.0,Found,34.38333,-100.4,"(34.38333, -100.4)",1930.0,altus,us
800,Plantersville,18846,Valid,H6,2085.0,Fell,30.7,-96.11667,"(30.7, -96.11667)",1930.0,college station,us
24087,Miami,16630,Valid,H5,57700.0,Found,35.66667,-100.6,"(35.66667, -100.6)",1930.0,pampa,us
5474,Clareton,5371,Valid,L6,1050.0,Found,43.7,-104.7,"(43.7, -104.7)",1931.0,gillette,us
32002,Pine River,18826,Valid,"Iron, IAB-sLL",3600.0,Found,44.21667,-89.1,"(44.21667, -89.1)",1931.0,plover,us
5059,Bear Lodge,4983,Valid,"Iron, IIIAB",48500.0,Found,44.5,-104.2,"(44.5, -104.2)",1931.0,spearfish,us
21718,Lost Lake,14714,Valid,L6,11.0,Found,37.65,-105.73333000000001,"(37.65, -105.73333)",1931.0,alamosa,us
16521,Ioka,12040,Valid,L3.5,31500.0,Found,40.25,-110.08333,"(40.25, -110.08333)",1931.0,price,us
17434,Lafayette (stone),12412,Valid,Martian (nakhlite),800.0,Found,40.41667,-86.88333,"(40.41667, -86.88333)",1931.0,lafayette,us
46,Archie,2329,Valid,H6,5070.0,Fell,38.5,-94.3,"(38.5, -94.3)",1932.0,harrisonville,us
5699,Cushing,5499,Valid,H4,567.0,Found,35.96667,-96.76666999999999,"(35.96667, -96.76667)",1932.0,stillwater,us
38240,Wagon Mound,24196,Valid,L6,87500.0,Found,35.84083,-104.58583,"(35.84083, -104.58583)",1932.0,las vegas,us
26392,Nordheim,16992,Valid,"Iron, ungrouped",15150.0,Found,28.866670000000003,-97.61667,"(28.86667, -97.61667)",1932.0,beeville,us
5164,Boerne,5095,Valid,H6,1100.0,Found,29.8,-98.8,"(29.8, -98.8)",1932.0,leon valley,us
17479,Lanton,12463,Valid,"Iron, IIIAB",13780.0,Found,36.53333,-91.8,"(36.53333, -91.8)",1932.0,west plains,us
17297,Junction,12212,Valid,L5,241.0,Found,30.5,-99.83333,"(30.5, -99.83333)",1932.0,kerrville,us
3412,Altonah,2286,Valid,"Iron, IVA",21500.0,Found,40.56667,-110.48333000000001,"(40.56667, -110.48333)",1932.0,evanston,us
22934,Melrose (a),15475,Valid,L5,36400.0,Found,34.38333,-103.61667,"(34.38333, -103.61667)",1933.0,portales,us
21676,Loomis,14698,Valid,L6,3020.0,Found,40.46667,-99.5,"(40.46667, -99.5)",1933.0,lexington,us
17467,Lake Murray,12446,Valid,"Iron, IIAB",270000.0,Found,34.1,-97.0,"(34.1, -97.0)",1933.0,ardmore,us
927,Sioux County,23614,Valid,Eucrite-mmict,4100.0,Fell,42.58333,-103.66667,"(42.58333, -103.66667)",1933.0,scottsbluff,us
12642,Grady (1933),10951,Valid,L3-6,4230.0,Found,34.8,-103.31667,"(34.8, -103.31667)",1933.0,clovis,us
16393,Hobbs,11891,Valid,H4,2300.0,Found,32.73333,-103.1,"(32.73333, -103.1)",1933.0,hobbs,us
16394,Hobbs (b),11892,Valid,H5,1600.0,Found,32.73333,-103.1,"(32.73333, -103.1)",1933.0,hobbs,us
37451,Shafter Lake,23513,Valid,H5,3027.0,Found,32.4,-102.58333,"(32.4, -102.58333)",1933.0,andrews,us
36414,Roy (1933),22774,Valid,L5,47200.0,Found,35.95,-104.2,"(35.95, -104.2)",1933.0,tucumcari,us
16399,Holyoke,11900,Valid,H4,11200.0,Found,40.56667,-102.3,"(40.56667, -102.3)",1933.0,sterling,us
766,Pasamonte,18110,Valid,Eucrite-pmict,5100.0,Fell,36.21667,-103.4,"(36.21667, -103.4)",1933.0,tucumcari,us
22910,Marsland,15434,Valid,H5,6850.0,Found,42.45,-103.3,"(42.45, -103.3)",1933.0,scottsbluff,us
54,Athens,4885,Valid,LL6,265.0,Fell,34.75,-87.0,"(34.75, -87.0)",1933.0,athens,us
197,Cherokee Springs,5340,Valid,LL6,8400.0,Fell,35.03333,-81.88333,"(35.03333, -81.88333)",1933.0,spartanburg,us
17422,La Lande,12400,Valid,L5,30000.0,Found,34.45,-104.13333,"(34.45, -104.13333)",1933.0,tucumcari,us
575,Malaga,15393,Valid,OC,150.0,Fell,32.21667,-104.0,"(32.21667, -104.0)",1933.0,carlsbad,us
16353,Harrisonville,11844,Valid,L6,46500.0,Found,38.65,-94.33333,"(38.65, -94.33333)",1933.0,harrisonville,us
26347,Nashville (iron),16920,Valid,Iron,18000.0,Found,35.96667,-77.96667,"(35.96667, -77.96667)",1934.0,rocky mount,us
37788,Taiban,23785,Valid,L5,25000.0,Found,34.45,-104.01666999999999,"(34.45, -104.01667)",1934.0,portales,us
38286,Weldona,24234,Valid,H4,27700.0,Found,40.35,-103.95,"(40.35, -103.95)",1934.0,fort morgan,us
38227,Vigo Park,24175,Valid,L4,35.0,Found,34.68333,-101.38333,"(34.68333, -101.38333)",1934.0,plainview,us
36415,Roy (1934),22775,Valid,L6,5619.0,Found,35.95,-104.2,"(35.95, -104.2)",1934.0,tucumcari,us
36409,Round Top (a),22768,Valid,L5,9935.0,Found,30.058059999999998,-96.65139,"(30.05806, -96.65139)",1934.0,brenham,us
5090,Bennett County,5022,Valid,"Iron, IIAB",89000.0,Found,43.5,-101.25,"(43.5, -101.25)",1934.0,pierre,us
5538,Cope,5440,Valid,H5,12000.0,Found,39.66667,-102.83333,"(39.66667, -102.83333)",1934.0,sterling,us
38079,Tryon,24056,Valid,L6,15900.0,Found,41.55,-100.96667,"(41.55, -100.96667)",1934.0,north platte,us
17337,Kearney,12269,Valid,H5,10000.0,Found,40.68333,-99.06667,"(40.68333, -99.06667)",1934.0,kearney,us
37697,Spearman,23687,Valid,"Iron, IIIAB",10400.0,Found,36.25,-101.21667,"(36.25, -101.21667)",1934.0,guymon,us
293,Farmville,10075,Valid,H4,56000.0,Fell,35.55,-77.53333,"(35.55, -77.53333)",1934.0,greenville,us
295,Fayetteville,10079,Valid,H4,2360.0,Fell,36.05,-94.16667,"(36.05, -94.16667)",1934.0,fayetteville,us
3415,Amber,2291,Valid,L6,4532.0,Found,35.16667,-97.88333,"(35.16667, -97.88333)",1934.0,chickasha,us
38319,Willard (b),24271,Valid,H3.6,12700.0,Found,34.5,-105.83333,"(34.5, -105.83333)",1934.0,los lunas,us
12623,Glen Rose (iron),10932,Valid,"Iron, ungrouped",11000.0,Found,32.25,-97.71667,"(32.25, -97.71667)",1934.0,cleburne,us
15936,Gruver,11428,Valid,H4,13100.0,Found,36.33333,-101.4,"(36.33333, -101.4)",1934.0,guymon,us
5392,Carver,5284,Valid,"Iron, IIAB",94000.0,Found,32.0,-86.0,"(32.0, -86.0)",1935.0,troy,us
32026,Pleasanton,18848,Valid,H5,2300.0,Found,38.18333,-94.71667,"(38.18333, -94.71667)",1935.0,harrisonville,us
22922,McAddo,15457,Valid,L6,1100.0,Found,33.75,-100.93333,"(33.75, -100.93333)",1935.0,plainview,us
